"timestamp","value","Flow (cfs)"
2025-04-01 14:30:00,0.638061707496643,8.28612468788018
2025-04-01 14:45:00,0.643210448455811,9.93813071050712
2025-04-01 15:00:00,0.643597343444824,10.0622684088384
2025-04-01 15:15:00,0.645401666450501,10.6411968295495
2025-04-01 15:30:00,0.643533030509949,10.0416331979024
2025-04-01 15:45:00,0.644800177001953,10.4482051448975
2025-04-01 16:00:00,0.644477740287781,10.3447492907472
2025-04-01 16:15:00,0.643306300163269,9.9688853356196
2025-04-01 16:16:00,0.645918640708923,10.8070712822032
2025-04-01 16:30:00,0.647843595886231,11.4247052963084
2025-04-01 16:45:00,0.650941953277588,12.4188328143495
2025-04-01 17:00:00,0.655614705848694,13.9181149594277
2025-04-01 17:15:00,0.654318636703491,13.502262996667
2025-04-01 17:30:00,0.65674254398346,14.2799889410394
2025-04-01 17:45:00,0.658871992492676,14.9632359309342
2025-04-01 18:00:00,0.664782460212708,16.8596467908843
2025-04-01 18:15:00,0.673163707351685,19.5488228167362
2025-04-01 18:30:00,0.69320020236969,25.9776586631278
2025-04-01 18:45:00,0.711916574478149,31.9829247447026
2025-04-01 19:00:00,0.719273247528076,34.3433597095531
2025-04-01 19:15:00,0.714808476448059,32.9108097381457
2025-04-01 19:30:00,0.713012801170349,32.3346559955153
2025-04-01 19:45:00,0.715680080223083,33.1904693087289
2025-04-01 20:00:00,0.714504715919495,32.8133462559849
2025-04-01 20:15:00,0.710768679428101,31.6146153752736
2025-04-01 20:30:00,0.708487641334534,30.8827299107884
2025-04-01 20:45:00,0.70609730758667,30.1157762460233
2025-04-01 21:00:00,0.706317279624939,30.1863556624111
2025-04-01 21:15:00,0.709782402420044,31.2981621743435
2025-04-01 21:30:00,0.713674606704712,32.5470004768644
2025-04-01 21:45:00,0.716329822540283,33.3989432307386
2025-04-01 22:00:00,0.717108263397217,33.6487108912427
2025-04-01 22:15:00,0.714805787658691,32.9099470231122
2025-04-01 22:30:00,0.713303190422058,32.4278292191312
2025-04-01 22:45:00,0.712952485084534,32.3153031988182
2025-04-01 23:00:00,0.707475857162476,30.5580925753516
2025-04-01 23:15:00,0.705237767028809,29.8399872347796
2025-04-01 23:30:00,0.703891337585449,29.4079768526081
2025-04-01 23:45:00,0.701218099594116,28.5502515763472
2025-04-02,0.699909894561768,28.1305057376247
2025-04-02 00:15:00,0.699548579406738,28.0145754904228
2025-04-02 00:30:00,0.699541821098328,28.0124070445278
2025-04-02 00:45:00,0.70117849445343,28.5375440170703
2025-04-02 01:00:00,0.697360704231262,27.3125819360166
2025-04-02 01:15:00,0.699126148796082,27.8790359636761
2025-04-02 01:30:00,0.700403469085693,28.2888722378249
2025-04-02 01:45:00,0.699500907897949,27.9992797860454
2025-04-02 02:00:00,0.70078694858551,28.4119140548974
2025-04-02 02:15:00,0.70161698513031,28.6782365173953
2025-04-02 02:30:00,0.702211062240601,28.8688499065497
2025-04-02 02:45:00,0.69784483165741,27.4679172752884
2025-04-02 03:00:00,0.694444748497009,26.3769791405172
2025-04-02 03:15:00,0.696678115081787,27.0935689006249
2025-04-02 03:30:00,0.694189894866943,26.2952077453166
2025-04-02 03:45:00,0.691124384307861,25.3116193406576
2025-04-02 04:00:00,0.688342432022095,24.4190123970971
2025-04-02 04:15:00,0.685974262619019,23.6591703022026
